No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
442,Ride Along (2014),2014,"Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.",Universal Pictures,135,20,154,PG-13
443,The Incredible Hulk (2008),2008,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into whenever he loses his temper.",Universal Pictures,135,130,265,PG-13
444,Live Free or Die Hard (2007),2007,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,Twentieth Century Fox,135,254,388,PG-13
445,Wanted (2008),2008,"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",Universal Pictures,135,208,342,R
446,Identity Thief (2013),2013,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,Universal Pictures,135,39,174,R
447,Superman (1978),1978,"An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.",Warner Bros.,134,166,300,PG
448,The Rock (1996),1996,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",Walt Disney Studios Motion Pictures,134,201,335,R
449,Mission: Impossible III (2006),2006,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,Paramount Pictures,134,264,398,PG-13
450,Grown Ups 2 (2013),2013,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.",Sony Pictures Entertainment (SPE),134,113,247,PG-13
451,Troy (2004),2004,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.",Warner Bros.,133,364,497,R
452,Angels & Demons (2009),2009,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,Sony Pictures Entertainment (SPE),133,353,486,PG-13
453,Alvin and the Chipmunks: Chipwrecked (2011),2011,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",Twentieth Century Fox,133,210,343,PG
454,Bringing Down the House (2003),2003,"When a lonely guy meets a woman on the internet who happens to be in prison, she breaks out to get him to prove her innocence, and proceeds to wreak havoc on his middle-class life.",Walt Disney Studios Motion Pictures,133,32,165,PG-13
455,The Wolverine (2013),2013,"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",Twentieth Century Fox,133,282,415,PG-13
456,Wonder (2017),2017,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",Lionsgate,132,174,306,PG-13
457,The Departed (2006),2006,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,Warner Bros.,132,159,291,R
458,Hulk (2003),2003,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.",Universal Pictures,132,113,245,PG-13
459,Silver Linings Playbook (2012),2012,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",The Weinstein Company,132,104,236,R
460,Minority Report (2002),2002,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",Twentieth Century Fox,132,226,358,PG-13
461,Fantastic 4: Rise of the Silver Surfer (2007),2007,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,Twentieth Century Fox,132,170,302,PG
462,The Last Airbender (2010),2010,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",Paramount Pictures,132,188,320,PG
463,Rio 2 (2014),2014,"It's a jungle out there for Blu, Jewel, and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel and meets his father-in-law.",Twentieth Century Fox,132,367,499,PG
464,Lara Croft: Tomb Raider (2001),2001,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,Paramount Pictures,131,144,275,PG-13
465,The Silence of the Lambs (1991),1991,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",Orion Pictures,131,142,273,PG
466,The Flintstones (1994),1994,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.",Universal Pictures,131,211,342,PG
467,Lethal Weapon 4 (1998),1998,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.",Warner Bros.,130,155,285,R
468,Get Smart (2008),2008,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.",Warner Bros.,130,100,231,PG-13
469,The Divergent Series: Insurgent (2015),2015,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,Lionsgate,130,167,297,PG-13
470,The Peanuts Movie (2015),2015,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.",Twentieth Century Fox,130,116,246,PG
471,Transformers: The Last Knight (2017),2017,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",Paramount Pictures,130,475,605,PG-13
472,American Gangster (2007),2007,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",Universal Pictures,130,140,270,R
473,American Beauty (1999),1999,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,DreamWorks Distribution,130,226,356,R
474,The Ring (2002),2002,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,DreamWorks Distribution,129,120,249,PG-13
475,The Nutty Professor (1996),1996,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,Universal Pictures,129,145,274,PG-13
476,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),2006,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",Twentieth Century Fox,129,134,263,R
477,Ghostbusters (2016),2016,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",Sony Pictures Entertainment (SPE),128,101,229,PG-13
478,Kingsman: The Secret Service (2014),2014,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",Twentieth Century Fox,128,286,414,R
479,Robots (2005),2005,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",Twentieth Century Fox,128,134,263,PG
480,"Crouching Tiger, Hidden Dragon (2000)",2000,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Sony Pictures Classics,128,85,214,PG-13
481,Shutter Island (2010),2010,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",Paramount Pictures,128,167,295,R
482,Into the Woods (2014),2014,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,Walt Disney Studios Motion Pictures,128,85,213,PG
483,Rocky IV (1985),1985,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union.",United Artists,128,173,300,PG
484,Enchanted (2007),2007,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",Walt Disney Studios Motion Pictures,128,213,340,PG
485,The Curious Case of Benjamin Button (2008),2008,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",Paramount Pictures,128,208,336,PG-13
486,Central Intelligence (2016),2016,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",Warner Bros.,127,90,217,PG-13
487,Anchorman 2: The Legend Continues (2013),2013,"With the 1970s behind them, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.",Paramount Pictures,127,46,174,PG-13
488,Sweet Home Alabama (2002),2002,A young woman who has reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband after seven years of separation.,Walt Disney Studios Motion Pictures,127,53,181,PG-13
489,Bumblebee (2018),2018,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.",Paramount Pictures,127,341,468,PG-13
490,Dumb and Dumber (1994),1994,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",New Line Cinema,127,120,247,PG
491,2 Fast 2 Furious (2003),2003,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,Universal Pictures,127,109,236,PG-13
492,My Best Friend's Wedding (1997),1997,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",Sony Pictures Entertainment (SPE),127,172,299,PG-13
493,Super 8 (2011),2011,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",Paramount Pictures,127,133,260,PG-13
494,The World Is Not Enough (1999),1999,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",Metro-Goldwyn-Mayer (MGM),127,235,362,PG-13
495,Sleepless in Seattle (1993),1993,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,TriStar Pictures,127,101,228,PG
496,Lucy (2014),2014,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",Universal Pictures,127,332,459,R
497,The Legend of Tarzan (2016),2016,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",Warner Bros.,127,230,357,PG-13
498,Bee Movie (2007),2007,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.",DreamWorks,127,167,294,PG
499,Prometheus (2012),2012,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",Twentieth Century Fox,126,277,403,R
500,Safe House (2012),2012,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",Universal Pictures,126,82,208,R
501,Mr. Deeds (2002),2002,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",Sony Pictures Entertainment (SPE),126,45,171,PG-13
502,The Truman Show (1998),1998,An insurance salesman discovers his whole life is actually a reality TV show.,Paramount Pictures,126,139,264,PG-13
503,Erin Brockovich (2000),2000,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Universal Pictures,126,131,256,R
504,Ocean's Twelve (2004),2004,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven.,Warner Bros.,126,237,363,PG-13
505,Terminator Salvation (2009),2009,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",Warner Bros.,125,246,371,PG-13
506,Charlie's Angels (2000),2000,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",Sony Pictures Entertainment (SPE),125,139,264,PG-13
507,Tomorrow Never Dies (1997),1997,James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,Metro-Goldwyn-Mayer (MGM),125,208,333,PG
508,Ghostbusters: Afterlife (2021),2021,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Sony Pictures Entertainment (SPE),125,66,191,PG
509,Lone Survivor (2013),2013,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",Universal Pictures,125,30,155,R
510,Sully (2016),2016,"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",Warner Bros.,125,116,241,PG-13
511,The Vow (2012),2012,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",Screen Gems,125,71,196,PG-13
512,Life of Pi (2012),2012,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Twentieth Century Fox,125,484,609,PG
513,The Fault in Our Stars (2014),2014,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,Twentieth Century Fox,125,182,307,PG-13
514,Cloudy with a Chance of Meatballs (2009),2009,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",Sony Pictures Entertainment (SPE),125,118,243,PG
515,The Devil Wears Prada (2006),2006,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",Twentieth Century Fox,125,202,327,PG-13
516,Something's Gotta Give (2003),2003,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,Sony Pictures Entertainment (SPE),125,141,265,PG-13
517,Traffic (2000),2000,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",USA Films,124,83,208,PG-13
518,The Birdcage (1996),1996,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,Metro-Goldwyn-Mayer (MGM),124,61,185,PG
519,City Slickers (1991),1991,"On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest.",Columbia Pictures,124,55,179,PG-13
520,Rango (2011),2011,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",Paramount Pictures,123,122,246,PG
521,Nutty Professor II: The Klumps (2000),2000,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.",Universal Pictures,123,43,166,PG-13
522,The Good Dinosaur (2015),2015,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",Walt Disney Studios Motion Pictures,123,209,332,PG
523,G.I. Joe: Retaliation (2013),2013,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,Paramount Pictures,123,253,376,PG-13
524,Clear and Present Danger (1994),1994,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,Paramount Pictures,122,94,216,PG-13
525,The Hunt for Red October (1990),1990,"In November 1984, the Soviet Union's best submarine captain, in a new undetectable sub, violates orders and heads for the U.S. The American CIA and military must quickly determine: Is he trying to defect, or to start a war?",Paramount Pictures,122,79,201,PG
526,The Bodyguard (1992),1992,"A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",Warner Bros.,122,289,411,PG
527,Wayne's World (1992),1992,Two slacker friends try to promote their public-access cable show.,Paramount Pictures,122,61,183,PG-13
528,The Bourne Identity (2002),2002,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Universal Pictures,122,92,214,PG-13
529,Free Guy (2021),2021,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game.",20th Century Studios,122,210,332,PG
530,Superbad (2007),2007,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Sony Pictures Entertainment (SPE),121,49,171,R
531,Speed (1994),1994,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,Twentieth Century Fox,121,229,350,R
532,50 First Dates (2004),2004,Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,Sony Pictures Entertainment (SPE),121,78,199,PG-13
533,Mamma Mia! Here We Go Again (2018),2018,"Five years after the events of Mamma Mia!, Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",Universal Pictures,121,282,402,PG-13
534,Inglourious Basterds (2009),2009,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",The Weinstein Company,121,201,321,R
535,Seabiscuit (2003),2003,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,Universal Pictures,120,28,148,PG-13
536,Van Helsing (2004),2004,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",Universal Pictures,120,180,300,PG-13
537,Four Christmases (2008),2008,A couple struggles to visit all four of their divorced parents on Christmas.,Warner Bros.,120,44,164,PG-13
538,I Now Pronounce You Chuck & Larry (2007),2007,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",Universal Pictures,120,67,187,PG-13
539,The Mask (1994),1994,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,New Line Cinema,120,232,352,PG-13
540,Cloudy with a Chance of Meatballs 2 (2013),2013,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",Sony Pictures Entertainment (SPE),120,155,274,PG
541,Hook (1991),1991,"When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",TriStar Pictures,120,181,301,PG
542,Walk the Line (2005),2005,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",Twentieth Century Fox,120,67,187,PG-13
543,G-Force (2009),2009,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,Walt Disney Studios Motion Pictures,119,173,293,PG
544,Total Recall (1990),1990,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",Sony Pictures Entertainment (SPE),119,142,261,PG
545,The Other Guys (2010),2010,"Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.",Sony Pictures Entertainment (SPE),119,51,170,PG-13
546,Fahrenheit 9/11 (2004),2004,Michael Moore's view on what happened to the United States after September 11 and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,Lionsgate,119,103,222,R
547,Back to the Future Part II (1989),1989,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Universal Pictures,119,214,333,PG
548,The Sum of All Fears (2002),2002,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.",Paramount Pictures,119,75,194,PG-13
549,Hairspray (2007),2007,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,New Line Cinema,119,85,204,PG
550,The Break-Up (2006),2006,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",Universal Pictures,119,87,206,PG-13
551,A Series of Unfortunate Events (2004),2004,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",Paramount Pictures,119,93,211,PG
552,Blades of Glory (2007),2007,"In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.",DreamWorks,119,27,146,PG-13
553,Salt (2010),2010,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,Sony Pictures Entertainment (SPE),118,175,294,PG-13
554,Basic Instinct (1992),1992,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,TriStar Pictures,118,235,353,R
555,Now You See Me (2013),2013,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",Lionsgate,118,234,352,PG-13
556,Ford v Ferrari (2019),2019,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,Twentieth Century Fox,118,108,226,PG-13
557,Big Momma's House (2000),2000,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.",Twentieth Century Fox,118,56,174,PG-13
558,Die Hard 2 (1990),1990,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",Twentieth Century Fox,118,122,240,PG
559,Horrible Bosses (2011),2011,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,Warner Bros.,118,92,210,R
560,The Nun (2018),2018,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,Warner Bros.,117,248,366,R
561,Jackass 3D (2010),2010,"Johnny Knoxville and company return for the third installment of their TV show spin-off, where dangerous stunts and explicit public displays rule.",Paramount Pictures,117,54,172,R
562,Ocean's Thirteen (2007),2007,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",Warner Bros.,117,194,311,PG
563,Jungle Cruise (2021),2021,Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.,Walt Disney Studios Motion Pictures,117,104,221,PG
564,S.W.A.T. (2003),2003,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.",Sony Pictures Entertainment (SPE),117,91,208,PG-13
565,The Wolf of Wall Street (2013),2013,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Paramount Pictures,117,275,392,R
566,8 Mile (2002),2002,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",Universal Pictures,117,126,243,R
567,Double Jeopardy (1999),1999,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",Paramount Pictures,117,61,178,R
568,Lee Daniels' The Butler (2013),2013,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",The Weinstein Company,117,61,177,PG-13
569,Green Lantern (2011),2011,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",Warner Bros.,117,103,220,PG-13
570,Notting Hill (1999),1999,The life of a simple bookshop owner changes when he meets the most famous film star in the world.,Universal Pictures,116,248,364,PG-13
571,You've Got Mail (1998),1998,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet both blissfully unaware that he's trying to put her out of business.",Warner Bros.,116,135,251,PG
572,Ghost Rider (2007),2007,"When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.",Sony Pictures Entertainment (SPE),116,113,229,PG-13
573,Remember the Titans (2000),2000,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Walt Disney Studios Motion Pictures,116,21,137,PG
574,Creed II (2018),2018,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",Metro-Goldwyn-Mayer (MGM),116,99,214,PG-13
575,District 9 (2009),2009,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,TriStar Pictures,116,95,211,R
576,Unbroken (2014),2014,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",Universal Pictures,116,46,161,PG-13
577,Peter Rabbit (2018),2018,Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.,Sony Pictures Entertainment (SPE),115,236,351,PG
578,Girls Trip (2017),2017,"When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush.",Universal Pictures,115,25,141,R
579,Dumbo (2019),2019,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",Walt Disney Studios Motion Pictures,115,239,353,PG
580,Fifty Shades Darker (2017),2017,"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",Universal Pictures,115,267,382,R
581,Dodgeball: A True Underdog Story (2004),2004,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,Twentieth Century Fox,114,54,168,PG-13
582,The Village (2004),2004,A series of events tests the beliefs of a small isolated countryside village.,Walt Disney Studios Motion Pictures,114,143,257,PG-13
583,Bolt (2008),2008,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,Walt Disney Studios Motion Pictures,114,196,310,PG
584,Maleficent: Mistress of Evil (2019),2019,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies and dark new forces at play.",Walt Disney Studios Motion Pictures,114,378,492,PG
585,Wild Wild West (1999),1999,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",Warner Bros.,114,108,222,PG-13
586,Night at the Museum: Secret of the Tomb (2014),2014,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",Twentieth Century Fox,114,249,363,PG
587,Magic Mike (2012),2012,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",Warner Bros.,114,54,168,R
588,The Addams Family (1991),1991,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,Paramount Pictures,114,78,192,PG
589,The Patriot (2000),2000,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,Sony Pictures Entertainment (SPE),113,102,215,R
590,Bad Moms (2016),2016,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.",STX Entertainment,113,71,184,R
591,The Bourne Legacy (2012),2012,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",Universal Pictures,113,163,276,PG-13
