No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
826,Peter Pan (1953),1953,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",Walt Disney Studios Motion Pictures,"$87,404,651.00","$87,404,651.00","$87,404,651.00",PG
827,Pineapple Express (2008),2008,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,Sony Pictures Entertainment (SPE),"$87,341,380.00","$14,283,463.00","$101,624,843.00",R
828,Miss Peregrine's Home for Peculiar Children (2016),2016,"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",Twentieth Century Fox,"$87,242,834.00","$209,239,612.00","$296,482,446.00",PG-13
829,Sisters (2015),2015,Two sisters decide to throw one last house party before their parents sell their family home.,Universal Pictures,"$87,044,645.00","$17,966,408.00","$105,011,053.00",R
830,Saw II (2005),2005,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,Lionsgate,"$87,039,965.00","$60,708,540.00","$147,748,505.00",R
831,The Naked Gun 2½: The Smell of Fear (1991),1991,Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.,Paramount Pictures,"$86,930,411.00","$86,930,411.00","$86,930,411.00",PG-13
832,The Campaign (2012),2012,An incumbent Representative embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.,Warner Bros.,"$86,907,746.00","$18,000,000.00","$104,907,746.00",PG-13
833,The Accountant (2016),2016,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",Warner Bros.,"$86,260,045.00","$68,900,000.00","$155,160,045.00",R
834,Dumb and Dumber To (2014),2014,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",Universal Pictures,"$86,208,010.00","$83,629,000.00","$169,837,010.00",PG-13
835,Cruella (2021),2021,A live-action prequel feature film following a young Cruella de Vil.,Walt Disney Studios Motion Pictures,"$86,103,234.00","$147,171,578.00","$233,274,812.00",PG
836,The Emoji Movie (2017),2017,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",Sony Pictures Entertainment (SPE),"$86,089,513.00","$131,687,133.00","$217,776,646.00",PG
837,Mean Girls (2004),2004,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",Paramount Pictures,"$86,058,055.00","$44,068,222.00","$130,126,277.00",PG-13
838,Annie (2014),2014,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",Sony Pictures Entertainment (SPE),"$85,911,262.00","$50,942,244.00","$136,853,506.00",PG
839,Alvin and the Chipmunks: The Road Chip (2015),2015,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,Twentieth Century Fox,"$85,886,987.00","$148,911,649.00","$234,798,636.00",PG
840,Spy Kids 2: Island of Lost Dreams (2002),2002,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",Dimension Films,"$85,846,429.00","$33,876,929.00","$119,723,358.00",PG
841,Alita: Battle Angel (2019),2019,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",Twentieth Century Fox,"$85,838,210.00","$319,142,333.00","$404,980,543.00",PG-13
842,Fury (2014),2014,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",Sony Pictures Entertainment (SPE),"$85,817,906.00","$126,004,791.00","$211,822,697.00",R
843,Pokémon: The First Movie - Mewtwo Strikes Back (1998),1998,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous.",Warner Bros.,"$85,744,662.00","$77,900,000.00","$163,644,662.00",PG
844,Real Steel (2011),2011,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.",Walt Disney Studios Motion Pictures,"$85,468,508.00","$213,800,000.00","$299,268,508.00",PG
845,The SpongeBob SquarePants Movie (2004),2004,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,Paramount Pictures,"$85,417,988.00","$55,649,139.00","$141,067,127.00",PG
846,Power Rangers (2017),2017,"A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",Lionsgate,"$85,364,450.00","$56,972,790.00","$142,337,240.00",PG-13
847,Stripes (1981),1981,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,Columbia Pictures,"$85,297,000.00","$85,297,000.00","$85,297,000.00",PG
848,Anchorman: The Legend of Ron Burgundy (2004),2004,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",DreamWorks Distribution,"$85,288,303.00","$5,421,064.00","$90,709,367.00",PG-13
849,Aliens (1986),1986,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",Twentieth Century Fox,"$85,160,248.00","$45,900,000.00","$131,060,248.00",PG-13
850,Open Season (2006),2006,"Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",Sony Pictures Entertainment (SPE),"$85,105,259.00","$115,706,430.00","$200,811,689.00",PG
851,Green Book (2018),2018,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,Universal Pictures,"$85,080,171.00","$236,672,485.00","$321,752,656.00",PG-13
852,The Expendables 2 (2012),2012,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",Lionsgate,"$85,028,192.00","$229,947,763.00","$314,975,955.00",R
853,Dangerous Minds (1995),1995,An ex-Marine turned teacher struggles to connect with her students in an inner city school.,Walt Disney Studios Motion Pictures,"$84,919,401.00","$94,600,000.00","$179,519,401.00",PG
854,Paranormal Activity 2 (2010),2010,"After experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.",Paramount Pictures,"$84,752,907.00","$92,759,125.00","$177,512,032.00",R
855,Tammy (2014),2014,"After getting fired and finding out her husband is cheating, Tammy hits the road with her profane, alcoholic grandmother.",Warner Bros.,"$84,525,432.00","$15,850,000.00","$100,375,432.00",R
856,The Santa Clause 3: The Escape Clause (2006),2006,"Santa, a.k.a. Scott Calvin, is faced with double-duty: how to keep his new family happy and how to stop Jack Frost from taking over Christmas.",Walt Disney Studios Motion Pictures,"$84,500,122.00","$26,268,000.00","$110,768,122.00",PG
857,Ferdinand (2017),2017,"After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.",Twentieth Century Fox,"$84,410,380.00","$211,658,819.00","$296,069,199.00",PG
858,"Crazy, Stupid, Love. (2011)",2011,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",Warner Bros.,"$84,351,197.00","$60,700,000.00","$145,051,197.00",PG-13
859,Annabelle (2014),2014,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,Warner Bros.,"$84,273,813.00","$173,305,469.00","$257,579,282.00",R
860,Scooby-Doo 2: Monsters Unleashed (2004),2004,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,Warner Bros.,"$84,216,833.00","$97,000,000.00","$181,216,833.00",PG
861,Birds of Prey (2020),2020,"After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.",Warner Bros.,"$84,158,461.00","$117,700,000.00","$201,858,461.00",R
862,Atlantis: The Lost Empire (2001),2001,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,Walt Disney Studios Motion Pictures,"$84,056,472.00","$101,997,253.00","$186,053,725.00",PG
863,Cliffhanger (1993),1993,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,TriStar Pictures,"$84,049,211.00","$170,951,000.00","$255,000,211.00",R
864,The Other Woman (2014),2014,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",Twentieth Century Fox,"$83,911,193.00","$112,799,203.00","$196,710,396.00",PG-13
865,The X Files (1998),1998,Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.,Twentieth Century Fox,"$83,898,313.00","$105,278,110.00","$189,176,423.00",PG-13
866,Penguins of Madagascar (2014),2014,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",Twentieth Century Fox,"$83,850,911.00","$289,664,710.00","$373,515,621.00",PG
867,Die Hard (1988),1988,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Twentieth Century Fox,"$83,844,093.00","$57,759,104.00","$141,603,197.00",PG-13
868,Up in the Air (2009),2009,"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model.",Paramount Pictures,"$83,823,381.00","$83,019,358.00","$166,842,739.00",R
869,Wrath of the Titans (2012),2012,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",Warner Bros.,"$83,670,083.00","$218,300,000.00","$301,970,083.00",PG-13
